Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_pct,net_total,days_since_purchase
Europe,Georgia,Office Supplies,Offline,H,2010-03-07,422107446,2010-04-02,9828,651.21,524.96,6400091.88,5159306.88,1240785.0,2010-03-07,422107446,Office Supplies,651.21,9828,NOCOUP,Georgia,0,6400091.880000001,5685
Europe,Montenegro,Baby Food,Online,C,2011-04-25,997523677,2011-06-06,8278,255.28,159.42,2113207.84,1319678.76,793529.08,2011-04-25,997523677,Baby Food,255.28,8278,SAVE10,Montenegro,10,1901887.0559999999,5271
Asia,Cambodia,Personal Care,Online,H,2016-12-17,652244412,2017-02-02,2471,81.73,56.67,201954.83,140031.57,61923.26,2016-12-17,652244412,Personal Care,81.73,2471,VIP20,Cambodia,20,161563.86400000003,3208
Middle East and North Africa,Lebanon,Beverages,Online,M,2010-01-06,536318480,2010-01-29,7411,47.45,31.79,351651.95,235595.69,116056.26,2010-01-06,536318480,Beverages,47.45,7411,SAVE10,Lebanon,10,316486.755,5745
Australia and Oceania,Tonga,Personal Care,Offline,H,2012-04-18,520107209,2012-05-05,136,81.73,56.67,11115.28,7707.12,3408.16,2012-04-18,520107209,Personal Care,81.73,136,VIP20,Tonga,20,8892.224,4912
Sub-Saharan Africa,Guinea,Fruits,Offline,L,2012-08-10,544284427,2012-08-26,4712,9.33,6.92,43962.96,32607.04,11355.92,2012-08-10,544284427,Fruits,9.33,4712,NOCOUP,Guinea,0,43962.96,4798
Sub-Saharan Africa,Mozambique,Cosmetics,Offline,L,2015-12-22,169836461,2016-01-07,7238,437.2,263.33,3164453.6,1905982.54,1258471.06,2015-12-22,169836461,Cosmetics,437.2,7238,NOCOUP,Mozambique,0,3164453.6,3569
Sub-Saharan Africa,Mauritius ,Beverages,Offline,L,2017-02-10,828062140,2017-02-13,844,47.45,31.79,40047.8,26830.76,13217.04,2017-02-10,828062140,Beverages,47.45,844,NOCOUP,Mauritius ,0,40047.8,3153
Europe,Cyprus,Household,Online,C,2011-10-24,870572793,2011-11-23,690,668.27,502.54,461106.3,346752.6,114353.7,2011-10-24,870572793,Household,668.27,690,SAVE15,Cyprus,15,391940.355,5089
Europe,Andorra,Snacks,Offline,M,2015-11-11,519292247,2015-12-12,8971,152.58,97.44,1368795.18,874134.24,494660.94,2015-11-11,519292247,Snacks,152.58,8971,SAVE10,Andorra,10,1231915.6620000002,3610
North America,Canada,Fruits,Offline,L,2015-10-25,516456830,2015-11-03,9908,9.33,6.92,92441.64,68563.36,23878.28,2015-10-25,516456830,Fruits,9.33,9908,NOCOUP,Toronto,0,92441.64,3627
Europe,Croatia,Vegetables,Offline,C,2010-08-29,774615371,2010-09-03,4757,154.06,90.93,732863.42,432554.01,300309.41,2010-08-29,774615371,Vegetables,154.06,4757,NOCOUP,Croatia,0,732863.42,5510
Sub-Saharan Africa,The Gambia,Snacks,Online,L,2015-08-03,826629197,2015-08-23,6804,152.58,97.44,1038154.32,662981.76,375172.56,2015-08-03,826629197,Snacks,152.58,6804,NOCOUP,The Gambia,0,1038154.3200000001,3710
Europe,Greece,Snacks,Online,H,2012-10-12,275672137,2012-11-27,6366,152.58,97.44,971324.28,620303.04,351021.24,2012-10-12,275672137,Snacks,152.58,6366,SAVE15,Greece,15,825625.638,4735
North America,United States of America,Baby Food,Online,C,2015-10-11,145230519,2015-11-16,5793,255.28,159.42,1478837.04,923520.06,555316.98,2015-10-11,145230519,Baby Food,255.28,5793,SAVE10,New York,10,1330953.3360000001,3641
Asia,Philippines,Vegetables,Online,M,2012-09-02,629103171,2012-10-06,4463,154.06,90.93,687569.78,405820.59,281749.19,2012-09-02,629103171,Vegetables,154.06,4463,SAVE10,Philippines,10,618812.802,4775
Sub-Saharan Africa,Chad,Fruits,Online,H,2015-05-06,641401422,2015-06-21,3789,9.33,6.92,35351.37,26219.88,9131.49,2015-05-06,641401422,Fruits,9.33,3789,NOCOUP,Chad,0,35351.37,3799
Europe,Netherlands,Personal Care,Offline,C,2010-03-28,966549098,2010-04-13,2212,81.73,56.67,180786.76,125354.04,55432.72,2010-03-28,966549098,Personal Care,81.73,2212,VIP20,Netherlands,20,144629.40800000002,5664
Europe,Armenia,Household,Offline,C,2015-02-24,209282529,2015-02-25,206,668.27,502.54,137663.62,103523.24,34140.38,2015-02-24,209282529,Household,668.27,206,SAVE15,Armenia,15,117014.07699999999,3870
Central America and the Caribbean,Costa Rica,Cosmetics,Online,C,2014-11-10,644650542,2014-12-29,5276,437.2,263.33,2306667.2,1389329.08,917338.12,2014-11-10,644650542,Cosmetics,437.2,5276,SAVE15,Costa Rica,15,1960667.1199999996,3976
Central America and the Caribbean,Costa Rica,Fruits,Offline,L,2010-05-15,568014466,2010-05-31,6958,9.33,6.92,64918.14,48149.36,16768.78,2010-05-15,568014466,Fruits,9.33,6958,NOCOUP,Costa Rica,0,64918.14,5616
Sub-Saharan Africa,Zimbabwe,Fruits,Offline,C,2015-02-03,145048129,2015-02-04,1820,9.33,6.92,16980.6,12594.4,4386.2,2015-02-03,145048129,Fruits,9.33,1820,NOCOUP,Zimbabwe,0,16980.6,3891
Asia,Uzbekistan,Meat,Online,H,2013-03-21,961737859,2013-04-05,8459,421.89,364.69,3568767.51,3084912.71,483854.8,2013-03-21,961737859,Meat,421.89,8459,NOCOUP,Uzbekistan,0,3568767.51,4575
Middle East and North Africa,Afghanistan,Baby Food,Online,M,2016-07-08,174382483,2016-07-14,2507,255.28,159.42,639986.96,399665.94,240321.02,2016-07-08,174382483,Baby Food,255.28,2507,SAVE10,Afghanistan,10,575988.264,3370
Sub-Saharan Africa,Ghana,Snacks,Online,M,2015-02-05,859593331,2015-03-15,1624,152.58,97.44,247789.92,158242.56,89547.36,2015-02-05,859593331,Snacks,152.58,1624,SAVE10,Ghana,10,223010.928,3889
Middle East and North Africa,Jordan,Cosmetics,Online,C,2011-06-27,764294230,2011-07-06,502,437.2,263.33,219474.4,132191.66,87282.74,2011-06-27,764294230,Cosmetics,437.2,502,SAVE15,Jordan,15,186553.24,5208
Europe,Ukraine,Personal Care,Offline,C,2016-11-08,855721509,2016-12-13,5865,81.73,56.67,479346.45,332369.55,146976.9,2016-11-08,855721509,Personal Care,81.73,5865,VIP20,Ukraine,20,383477.16000000003,3247
Middle East and North Africa,Pakistan,Cosmetics,Online,H,2016-12-08,371423995,2016-12-24,1469,437.2,263.33,642246.8,386831.77,255415.03,2016-12-08,371423995,Cosmetics,437.2,1469,SAVE15,Pakistan,15,545909.7799999999,3217
Sub-Saharan Africa,Cameroon,Meat,Offline,C,2013-09-03,869263017,2013-09-22,3098,421.89,364.69,1307015.22,1129809.62,177205.6,2013-09-03,869263017,Meat,421.89,3098,NOCOUP,Cameroon,0,1307015.22,4409
Sub-Saharan Africa,Botswana,Vegetables,Online,C,2013-11-09,377412402,2013-12-27,3572,154.06,90.93,550302.32,324801.96,225500.36,2013-11-09,377412402,Vegetables,154.06,3572,NOCOUP,Botswana,0,550302.3200000001,4342
Sub-Saharan Africa,Niger,Fruits,Offline,H,2010-03-13,144358479,2010-03-30,7737,9.33,6.92,72186.21,53540.04,18646.17,2010-03-13,144358479,Fruits,9.33,7737,NOCOUP,Niger,0,72186.21,5679
Middle East and North Africa,Morocco,Clothes,Offline,H,2015-05-29,588900077,2015-07-03,7474,109.28,35.84,816758.72,267868.16,548890.56,2015-05-29,588900077,Clothes,109.28,7474,SAVE10,Morocco,10,735082.848,3776
Sub-Saharan Africa,Ethiopia,Fruits,Offline,M,2012-12-18,850148522,2013-01-05,6695,9.33,6.92,62464.35,46329.4,16134.95,2012-12-18,850148522,Fruits,9.33,6695,SAVE10,Ethiopia,10,56217.915,4668
Sub-Saharan Africa,Guinea,Cosmetics,Online,M,2013-12-03,137527644,2013-12-26,6341,437.2,263.33,2772285.2,1669775.53,1102509.67,2013-12-03,137527644,Cosmetics,437.2,6341,SAVE10,Guinea,10,2495056.6799999997,4318
Europe,Slovakia,Household,Online,H,2015-04-04,880773770,2015-04-25,9386,668.27,502.54,6272382.22,4716840.44,1555541.78,2015-04-04,880773770,Household,668.27,9386,SAVE15,Slovakia,15,5331524.887,3831
Europe,Ukraine,Cereal,Online,H,2011-03-19,179935729,2011-04-08,5836,205.7,117.11,1200465.2,683453.96,517011.24,2011-03-19,179935729,Cereal,205.7,5836,NOCOUP,Ukraine,0,1200465.2,5308
Europe,Georgia,Office Supplies,Offline,H,2012-04-03,155374848,2012-05-15,7725,651.21,524.96,5030597.25,4055316.0,975281.25,2012-04-03,155374848,Office Supplies,651.21,7725,NOCOUP,Georgia,0,5030597.25,4927
Sub-Saharan Africa,Sudan,Clothes,Online,C,2010-12-22,297764956,2011-02-06,4122,109.28,35.84,450452.16,147732.48,302719.68,2010-12-22,297764956,Clothes,109.28,4122,SAVE10,Sudan,10,405406.944,5395
Sub-Saharan Africa,Swaziland,Cereal,Online,L,2016-03-05,618092381,2016-03-09,6126,205.7,117.11,1260118.2,717415.86,542702.34,2016-03-05,618092381,Cereal,205.7,6126,NOCOUP,Swaziland,0,1260118.2,3495
North America,Mexico,Fruits,Online,M,2011-03-23,297655951,2011-04-23,1865,9.33,6.92,17400.45,12905.8,4494.65,2011-03-23,297655951,Fruits,9.33,1865,SAVE10,Mexico City,10,15660.405,5304
Sub-Saharan Africa,Uganda,Cereal,Online,C,2010-11-02,838066995,2010-12-21,1502,205.7,117.11,308961.4,175899.22,133062.18,2010-11-02,838066995,Cereal,205.7,1502,NOCOUP,Uganda,0,308961.39999999997,5445
Europe,Malta,Office Supplies,Online,L,2011-11-15,211249339,2011-12-06,2229,651.21,524.96,1451547.09,1170135.84,281411.25,2011-11-15,211249339,Office Supplies,651.21,2229,NOCOUP,Malta,0,1451547.09,5067
Europe,Netherlands,Household,Online,C,2012-03-30,509439313,2012-04-23,3268,668.27,502.54,2183906.36,1642300.72,541605.64,2012-03-30,509439313,Household,668.27,3268,SAVE15,Netherlands,15,1856320.4059999997,4931
Sub-Saharan Africa,Central African Republic,Household,Online,C,2014-09-22,295185744,2014-10-15,876,668.27,502.54,585404.52,440225.04,145179.48,2014-09-22,295185744,Household,668.27,876,SAVE15,Central African Republic,15,497593.842,4025
Sub-Saharan Africa,Mauritania,Household,Offline,C,2015-07-30,451349961,2015-09-14,3338,668.27,502.54,2230685.26,1677478.52,553206.74,2015-07-30,451349961,Household,668.27,3338,SAVE15,Mauritania,15,1896082.4709999997,3714
Sub-Saharan Africa,Madagascar,Vegetables,Online,C,2015-11-28,131105792,2015-12-05,5972,154.06,90.93,920046.32,543033.96,377012.36,2015-11-28,131105792,Vegetables,154.06,5972,NOCOUP,Madagascar,0,920046.3200000001,3593
Central America and the Caribbean,The Bahamas,Clothes,Online,L,2010-04-30,807939565,2010-06-08,6126,109.28,35.84,669449.28,219555.84,449893.44,2010-04-30,807939565,Clothes,109.28,6126,SAVE10,The Bahamas,10,602504.3520000001,5631
Europe,Kosovo,Office Supplies,Online,C,2013-06-09,425650107,2013-06-15,8181,651.21,524.96,5327549.01,4294697.76,1032851.25,2013-06-09,425650107,Office Supplies,651.21,8181,NOCOUP,Kosovo,0,5327549.010000001,4495
Europe,Serbia,Fruits,Online,H,2010-08-12,148348748,2010-09-23,8546,9.33,6.92,79734.18,59138.32,20595.86,2010-08-12,148348748,Fruits,9.33,8546,NOCOUP,Serbia,0,79734.18000000001,5527
Europe,Lithuania,Household,Offline,H,2014-10-19,310459315,2014-11-01,665,668.27,502.54,444399.55,334189.1,110210.45,2014-10-19,310459315,Household,668.27,665,SAVE15,Lithuania,15,377739.6175,3998
Central America and the Caribbean,Panama,Office Supplies,Offline,H,2017-04-15,866718137,2017-04-20,12,651.21,524.96,7814.52,6299.52,1515.0,2017-04-15,866718137,Office Supplies,651.21,12,NOCOUP,Panama,0,7814.52,3089
Asia,China,Household,Online,H,2014-03-23,942174041,2014-04-30,9091,668.27,502.54,6075242.57,4568591.14,1506651.43,2014-03-23,942174041,Household,668.27,9091,SAVE15,Shanghai,15,5163956.1845,4208
Europe,Cyprus,Cereal,Offline,M,2010-05-21,182188355,2010-07-04,2438,205.7,117.11,501496.6,285514.18,215982.42,2010-05-21,182188355,Cereal,205.7,2438,SAVE10,Cyprus,10,451346.94,5610
Sub-Saharan Africa,Angola,Household,Offline,C,2015-05-29,102434909,2015-07-15,1621,668.27,502.54,1083265.67,814617.34,268648.33,2015-05-29,102434909,Household,668.27,1621,SAVE15,Angola,15,920775.8194999999,3776
Asia,Mongolia,Baby Food,Online,M,2017-04-08,938900029,2017-05-11,238,255.28,159.42,60756.64,37941.96,22814.68,2017-04-08,938900029,Baby Food,255.28,238,SAVE10,Mongolia,10,54680.976,3096
Asia,Bhutan,Clothes,Offline,L,2016-05-15,297882544,2016-06-09,8919,109.28,35.84,974668.32,319656.96,655011.36,2016-05-15,297882544,Clothes,109.28,8919,SAVE10,Bhutan,10,877201.4880000001,3424
Sub-Saharan Africa,Djibouti,Office Supplies,Offline,H,2014-03-08,805993783,2014-03-18,326,651.21,524.96,212294.46,171136.96,41157.5,2014-03-08,805993783,Office Supplies,651.21,326,NOCOUP,Djibouti,0,212294.46000000002,4223
Australia and Oceania,Papua New Guinea,Household,Online,H,2017-01-08,660157573,2017-01-23,4151,668.27,502.54,2773988.77,2086043.54,687945.23,2017-01-08,660157573,Household,668.27,4151,SAVE15,Papua New Guinea,15,2357890.4545,3186
Europe,Bulgaria,Household,Offline,M,2017-02-17,377610242,2017-03-17,2117,668.27,502.54,1414727.59,1063877.18,350850.41,2017-02-17,377610242,Household,668.27,2117,SAVE10,Bulgaria,10,1273254.831,3146
Sub-Saharan Africa,Eritrea,Snacks,Offline,L,2011-08-07,545900619,2011-09-02,2979,152.58,97.44,454535.82,290273.76,164262.06,2011-08-07,545900619,Snacks,152.58,2979,NOCOUP,Eritrea,0,454535.82000000007,5167
Asia,Thailand,Office Supplies,Online,C,2013-09-20,472890031,2013-11-08,7524,651.21,524.96,4899704.04,3949799.04,949905.0,2013-09-20,472890031,Office Supplies,651.21,7524,NOCOUP,Thailand,0,4899704.04,4392
Sub-Saharan Africa,Equatorial Guinea,Household,Offline,L,2011-05-13,436752307,2011-06-08,3568,668.27,502.54,2384387.36,1793062.72,591324.64,2011-05-13,436752307,Household,668.27,3568,NOCOUP,Equatorial Guinea,0,2384387.36,5253
Sub-Saharan Africa,Cote d'Ivoire,Personal Care,Offline,H,2016-03-02,335973775,2016-04-20,961,81.73,56.67,78542.53,54459.87,24082.66,2016-03-02,335973775,Personal Care,81.73,961,VIP20,Cote D'Ivoire,20,62834.024000000005,3498
Central America and the Caribbean,Panama,Cosmetics,Offline,C,2014-05-04,139353263,2014-06-22,6582,437.2,263.33,2877650.4,1733238.06,1144412.34,2014-05-04,139353263,Cosmetics,437.2,6582,SAVE15,Panama,15,2446002.84,4166
Sub-Saharan Africa,Uganda,Office Supplies,Online,H,2015-11-12,336002099,2015-11-29,9343,651.21,524.96,6084255.03,4904701.28,1179553.75,2015-11-12,336002099,Office Supplies,651.21,9343,NOCOUP,Uganda,0,6084255.03,3609
Europe,Greece,Cereal,Offline,L,2012-11-11,585344111,2012-12-18,5185,205.7,117.11,1066554.5,607215.35,459339.15,2012-11-11,585344111,Cereal,205.7,5185,NOCOUP,Greece,0,1066554.5,4705
Sub-Saharan Africa,Cote d'Ivoire,Baby Food,Offline,L,2013-09-01,167115628,2013-09-04,2083,255.28,159.42,531748.24,332071.86,199676.38,2013-09-01,167115628,Baby Food,255.28,2083,SAVE10,Cote D'Ivoire,10,478573.416,4411
Asia,Philippines,Baby Food,Online,C,2016-04-25,231365478,2016-06-14,5041,255.28,159.42,1286866.48,803636.22,483230.26,2016-04-25,231365478,Baby Food,255.28,5041,SAVE10,Philippines,10,1158179.832,3444
Europe,San Marino,Office Supplies,Online,L,2012-05-01,648454988,2012-05-24,1096,651.21,524.96,713726.16,575356.16,138370.0,2012-05-01,648454988,Office Supplies,651.21,1096,NOCOUP,San Marino,0,713726.16,4899
Middle East and North Africa,United Arab Emirates,Cereal,Online,C,2013-03-30,459057986,2013-04-05,4314,205.7,117.11,887389.8,505212.54,382177.26,2013-03-30,459057986,Cereal,205.7,4314,NOCOUP,United Arab Emirates,0,887389.7999999999,4566
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Offline,H,2016-06-30,124160802,2016-08-19,795,9.33,6.92,7417.35,5501.4,1915.95,2016-06-30,124160802,Fruits,9.33,795,NOCOUP,Democratic Republic Of The Congo,0,7417.35,3378
North America,Canada,Office Supplies,Online,H,2016-10-24,175062263,2016-12-02,3669,651.21,524.96,2389289.49,1926078.24,463211.25,2016-10-24,175062263,Office Supplies,651.21,3669,NOCOUP,Toronto,0,2389289.49,3262
Middle East and North Africa,Tunisia ,Snacks,Offline,M,2017-07-22,763373696,2017-08-15,8095,152.58,97.44,1235135.1,788776.8,446358.3,2017-07-22,763373696,Snacks,152.58,8095,SAVE10,Tunisia ,10,1111621.59,2991
Sub-Saharan Africa,Niger,Snacks,Offline,C,2011-10-16,311018931,2011-11-28,6268,152.58,97.44,956371.44,610753.92,345617.52,2011-10-16,311018931,Snacks,152.58,6268,SAVE15,Niger,15,812915.724,5097
Asia,Tajikistan,Office Supplies,Online,M,2016-05-14,460234296,2016-06-29,2410,651.21,524.96,1569416.1,1265153.6,304262.5,2016-05-14,460234296,Office Supplies,651.21,2410,SAVE10,Tajikistan,10,1412474.4900000002,3425
Europe,France,Clothes,Offline,C,2015-02-15,223568618,2015-03-10,7777,109.28,35.84,849870.56,278727.68,571142.88,2015-02-15,223568618,Clothes,109.28,7777,SAVE10,Paris,10,764883.5040000001,3879
Central America and the Caribbean,Panama,Snacks,Online,L,2015-09-07,933883225,2015-10-06,5654,152.58,97.44,862687.32,550925.76,311761.56,2015-09-07,933883225,Snacks,152.58,5654,NOCOUP,Panama,0,862687.3200000001,3675
Europe,Slovenia,Personal Care,Online,M,2015-05-15,394351947,2015-05-17,6359,81.73,56.67,519721.07,360364.53,159356.54,2015-05-15,394351947,Personal Care,81.73,6359,SAVE10,Slovenia,10,467748.963,3790
Europe,Denmark,Clothes,Online,L,2012-07-28,528461110,2012-09-15,2241,109.28,35.84,244896.48,80317.44,164579.04,2012-07-28,528461110,Clothes,109.28,2241,SAVE10,Denmark,10,220406.83200000002,4811
Australia and Oceania,Federated States of Micronesia,Fruits,Online,H,2010-07-16,630009543,2010-07-26,2679,9.33,6.92,24995.07,18538.68,6456.39,2010-07-16,630009543,Fruits,9.33,2679,NOCOUP,Federated States Of Micronesia,0,24995.07,5554
Asia,China,Personal Care,Online,M,2013-07-29,513108575,2013-09-11,9085,81.73,56.67,742517.05,514846.95,227670.1,2013-07-29,513108575,Personal Care,81.73,9085,SAVE10,Shanghai,10,668265.3450000001,4445
Central America and the Caribbean,Panama,Meat,Offline,M,2015-09-10,962182033,2015-10-24,9900,421.89,364.69,4176711.0,3610431.0,566280.0,2015-09-10,962182033,Meat,421.89,9900,SAVE10,Panama,10,3759039.9,3672
Sub-Saharan Africa,Gabon,Meat,Offline,L,2011-12-22,581966245,2012-01-07,5599,421.89,364.69,2362162.11,2041899.31,320262.8,2011-12-22,581966245,Meat,421.89,5599,NOCOUP,Gabon,0,2362162.11,5030
Sub-Saharan Africa,Equatorial Guinea,Baby Food,Offline,H,2017-06-28,747510039,2017-07-06,3687,255.28,159.42,941217.36,587781.54,353435.82,2017-06-28,747510039,Baby Food,255.28,3687,SAVE10,Equatorial Guinea,10,847095.624,3015
Sub-Saharan Africa,Niger,Vegetables,Online,M,2010-07-09,654174745,2010-08-06,3699,154.06,90.93,569867.94,336350.07,233517.87,2010-07-09,654174745,Vegetables,154.06,3699,SAVE10,Niger,10,512881.14600000007,5561
Sub-Saharan Africa,Burkina Faso,Beverages,Offline,C,2012-01-21,467634189,2012-02-14,2203,47.45,31.79,104532.35,70033.37,34498.98,2012-01-21,467634189,Beverages,47.45,2203,NOCOUP,Burkina Faso,0,104532.35,5000
Sub-Saharan Africa,Malawi,Snacks,Offline,C,2013-11-10,873874700,2013-11-16,7798,152.58,97.44,1189818.84,759837.12,429981.72,2013-11-10,873874700,Snacks,152.58,7798,SAVE15,Malawi,15,1011346.0140000001,4341
Asia,Thailand,Vegetables,Online,L,2012-07-21,829195106,2012-08-14,6113,154.06,90.93,941768.78,555855.09,385913.69,2012-07-21,829195106,Vegetables,154.06,6113,NOCOUP,Thailand,0,941768.78,4818
Europe,Romania,Vegetables,Offline,H,2013-05-21,710206735,2013-06-30,4810,154.06,90.93,741028.6,437373.3,303655.3,2013-05-21,710206735,Vegetables,154.06,4810,NOCOUP,Romania,0,741028.6,4514
Asia,Cambodia,Beverages,Offline,H,2011-04-27,963833415,2011-04-29,8581,47.45,31.79,407168.45,272789.99,134378.46,2011-04-27,963833415,Beverages,47.45,8581,NOCOUP,Cambodia,0,407168.45,5269
Sub-Saharan Africa,South Africa,Baby Food,Offline,C,2017-07-11,757311475,2017-08-08,4149,255.28,159.42,1059156.72,661433.58,397723.14,2017-07-11,757311475,Baby Food,255.28,4149,SAVE10,South Africa,10,953241.048,3002
Europe,United Kingdom,Office Supplies,Offline,C,2010-02-28,228189742,2010-03-17,5270,651.21,524.96,3431876.7,2766539.2,665337.5,2010-02-28,228189742,Office Supplies,651.21,5270,NOCOUP,London,0,3431876.7,5692
Europe,Denmark,Clothes,Online,M,2013-11-20,934329545,2013-12-25,7730,109.28,35.84,844734.4,277043.2,567691.2,2013-11-20,934329545,Clothes,109.28,7730,SAVE10,Denmark,10,760260.9600000001,4331
Asia,Laos,Snacks,Offline,H,2012-10-10,903904712,2012-11-15,4346,152.58,97.44,663112.68,423474.24,239638.44,2012-10-10,903904712,Snacks,152.58,4346,SAVE15,Laos,15,563645.778,4737
Europe,Ireland,Fruits,Offline,H,2014-09-07,485401570,2014-10-14,9966,9.33,6.92,92982.78,68964.72,24018.06,2014-09-07,485401570,Fruits,9.33,9966,NOCOUP,Ireland,0,92982.78,4040
Europe,Czech Republic,Office Supplies,Online,L,2017-03-06,997618949,2017-04-19,6471,651.21,524.96,4213979.91,3397016.16,816963.75,2017-03-06,997618949,Office Supplies,651.21,6471,NOCOUP,Czech Republic,0,4213979.91,3129
Sub-Saharan Africa,Namibia,Snacks,Online,C,2011-04-24,679668176,2011-05-17,7772,152.58,97.44,1185851.76,757303.68,428548.08,2011-04-24,679668176,Snacks,152.58,7772,SAVE15,Namibia,15,1007973.9959999999,5272
Middle East and North Africa,Pakistan,Snacks,Offline,L,2015-09-17,540973079,2015-10-20,4810,152.58,97.44,733909.8,468686.4,265223.4,2015-09-17,540973079,Snacks,152.58,4810,NOCOUP,Pakistan,0,733909.8,3665
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Offline,M,2012-03-14,311269986,2012-04-26,561,109.28,35.84,61306.08,20106.24,41199.84,2012-03-14,311269986,Clothes,109.28,561,SAVE10,Cote D'Ivoire,10,55175.472,4947
Australia and Oceania,Marshall Islands,Household,Online,H,2010-03-05,690607726,2010-03-16,5028,668.27,502.54,3360061.56,2526771.12,833290.44,2010-03-05,690607726,Household,668.27,5028,SAVE15,Marshall Islands,15,2856052.326,5687
Europe,Iceland,Snacks,Online,M,2012-07-11,199347627,2012-07-22,248,152.58,97.44,37839.84,24165.12,13674.72,2012-07-11,199347627,Snacks,152.58,248,SAVE10,Iceland,10,34055.85600000001,4828
Sub-Saharan Africa,Uganda,Cosmetics,Online,C,2011-11-05,128163516,2011-11-05,5287,437.2,263.33,2311476.4,1392225.71,919250.69,2011-11-05,128163516,Cosmetics,437.2,5287,SAVE15,Uganda,15,1964754.94,5077
Europe,Cyprus,Household,Online,L,2016-12-07,488041722,2016-12-09,1246,668.27,502.54,832664.42,626164.84,206499.58,2016-12-07,488041722,Household,668.27,1246,NOCOUP,Cyprus,0,832664.4199999999,3218
Sub-Saharan Africa,Lesotho,Vegetables,Offline,L,2011-03-01,460281074,2011-03-31,6253,154.06,90.93,963337.18,568585.29,394751.89,2011-03-01,460281074,Vegetables,154.06,6253,NOCOUP,Lesotho,0,963337.18,5326
Europe,Hungary,Snacks,Offline,H,2016-10-26,646492898,2016-11-01,470,152.58,97.44,71712.6,45796.8,25915.8,2016-10-26,646492898,Snacks,152.58,470,SAVE15,Hungary,15,60955.71000000001,3260
Europe,Ukraine,Baby Food,Offline,C,2015-08-12,818601024,2015-09-27,1089,255.28,159.42,277999.92,173608.38,104391.54,2015-08-12,818601024,Baby Food,255.28,1089,SAVE10,Ukraine,10,250199.92799999999,3701
Central America and the Caribbean,Belize,Office Supplies,Online,H,2013-01-12,368841779,2013-02-05,7334,651.21,524.96,4775974.14,3850056.64,925917.5,2013-01-12,368841779,Office Supplies,651.21,7334,NOCOUP,Belize,0,4775974.140000001,4643
Middle East and North Africa,United Arab Emirates,Household,Online,L,2011-11-08,559763991,2011-11-13,5459,668.27,502.54,3648085.93,2743365.86,904720.07,2011-11-08,559763991,Household,668.27,5459,NOCOUP,United Arab Emirates,0,3648085.9299999997,5074
Middle East and North Africa,Oman,Fruits,Online,L,2015-11-28,474228990,2015-12-16,3751,9.33,6.92,34996.83,25956.92,9039.91,2015-11-28,474228990,Fruits,9.33,3751,NOCOUP,Oman,0,34996.83,3593
Europe,Poland,Personal Care,Offline,C,2011-02-27,165410602,2011-03-27,7528,81.73,56.67,615263.44,426611.76,188651.68,2011-02-27,165410602,Personal Care,81.73,7528,VIP20,Poland,20,492210.7520000001,5328
Sub-Saharan Africa,South Africa,Baby Food,Online,C,2014-12-07,206795156,2014-12-22,4137,255.28,159.42,1056093.36,659520.54,396572.82,2014-12-07,206795156,Baby Food,255.28,4137,SAVE10,South Africa,10,950484.0240000001,3949
Sub-Saharan Africa,Guinea,Snacks,Offline,M,2011-07-18,342181479,2011-09-03,7959,152.58,97.44,1214384.22,775524.96,438859.26,2011-07-18,342181479,Snacks,152.58,7959,SAVE10,Guinea,10,1092945.7980000002,5187
Europe,Denmark,Cosmetics,Offline,C,2016-08-26,835680902,2016-08-29,5404,437.2,263.33,2362628.8,1423035.32,939593.48,2016-08-26,835680902,Cosmetics,437.2,5404,SAVE15,Denmark,15,2008234.4799999997,3321
Asia,Turkmenistan,Cosmetics,Online,M,2012-12-01,221717250,2012-12-06,9916,437.2,263.33,4335275.2,2611180.28,1724094.92,2012-12-01,221717250,Cosmetics,437.2,9916,SAVE10,Turkmenistan,10,3901747.68,4685
Central America and the Caribbean,Saint Kitts and Nevis ,Snacks,Offline,L,2014-05-08,255026853,2014-06-11,6968,152.58,97.44,1063177.44,678961.92,384215.52,2014-05-08,255026853,Snacks,152.58,6968,NOCOUP,Saint Kitts And Nevis ,0,1063177.4400000002,4162
Sub-Saharan Africa,Republic of the Congo,Cereal,Offline,H,2017-02-02,960658538,2017-02-13,9064,205.7,117.11,1864464.8,1061485.04,802979.76,2017-02-02,960658538,Cereal,205.7,9064,NOCOUP,Republic Of The Congo,0,1864464.7999999998,3161
Asia,Sri Lanka,Snacks,Offline,C,2010-10-10,183973634,2010-10-30,741,152.58,97.44,113061.78,72203.04,40858.74,2010-10-10,183973634,Snacks,152.58,741,SAVE15,Sri Lanka,15,96102.513,5468
Australia and Oceania,Nauru,Beverages,Online,C,2012-08-10,340645968,2012-09-13,3567,47.45,31.79,169254.15,113394.93,55859.22,2012-08-10,340645968,Beverages,47.45,3567,NOCOUP,Nauru,0,169254.15000000002,4798
Europe,Armenia,Beverages,Offline,L,2010-07-28,766661870,2010-09-04,1139,47.45,31.79,54045.55,36208.81,17836.74,2010-07-28,766661870,Beverages,47.45,1139,NOCOUP,Armenia,0,54045.55,5542
